嗚呼,ああ
補充,ほじゅう,JLPT N1,"[Noun, Suru verb] 1. replenishment; supplementation; supplement; replacement; refilling [Notes] ほじゅう: ichi1, news1, nf15. 補充: ichi1, news1, nf15."
補充,ほじゅう,JLPT N1,"[Noun, Suru verb] 1. replenishment; supplementation; supplement; replacement; refilling [Notes] ほじゅう: ichi1, news1, nf15. 補充: ichi1, news1, nf15."
補助,ほじょ,JLPT N1,"[Noun, Suru verb, No-adjective] 1. assistance; support; aid; help 2. subsidy; supplement; subvention; grant-in-aid 3. auxiliary; subsidiary 4. spot (in bodybuilding)"
保証,ほしょう,JLPT N3,"[Noun, Suru verb] 1. guarantee; security; assurance; pledge; warranty | Other forms: 保障 【ほしょう】"
舗装,ほそう,JLPT N1,"[Noun, Suru verb] 1. pavement; road surface"
補足,ほそく,JLPT N1,"[Noun, No-adjective, Suru verb] 1. supplement; complement"
墓地,ぼち,JLPT N1,[Noun] 1. cemetery; graveyard | Other forms: 墓地 【はかち】
発作,ほっさ,JLPT N1,"[Noun, Suru verb, No-adjective] 1. fit; spasm; attack; seizure {Medicine, etc. term}"
没収,ぼっしゅう,JLPT N1,"[Noun, Suru verb, No-adjective] 1. forfeiture; seizure; confiscation; impounding"
発足,ほっそく,JLPT N1,"[Noun, Suru verb] 1. starting; inauguration; launch; founding; establishment; start-up | Other forms: 発足 【はっそく】"
坊ちゃん,ぼっちゃん,JLPT N2,[Noun] 1. son (of others) {Honorific or respectful (sonkeigo)} 2. young master 3. green young man from a well-to-do family {See also お坊ちゃん} | Other forms: 坊っちゃん 【ぼっちゃん】
ほっと,ほっと,JLPT N1,"[Adverb, Noun, Suru verb] 1. feeling relieved; (sigh of) relief {Onomatopoeic or mimetic word} | Other forms: ホッと、ホっと"
ホット,ホット,JLPT N1,"[Na-adjective, Noun] 1. hot {Antonym: コールド} [Wikipedia definition] 2. Hot"
ポット,ポット,JLPT N1,"[Noun] 1. pot (esp. teapot, coffee-pot) 2. vacuum bottle; thermos flask"
ぼつぼつ,ぼつぼつ,JLPT N1,"[Adverb, Adverb taking the 'to' particle] 1. gradually; little by little; in a breezy manner {Onomatopoeic or mimetic word} [Adverb] 2. soon; before long {Onomatopoeic or mimetic word} [Adverb, Adverb taking the 'to' particle] 3. here and there; scattered {Onomatopoeic or mimetic word} [Noun] 4. spots; dots; pimples; rash {Onomatopoeic or mimetic word}"
解く,ほどく,JLPT N2,"[Godan verb with ku ending, Transitive verb] 1. to unfasten; to untie; to unwrap (e.g. parcel) {Usually written using kana alone}"
施す,ほどこす,JLPT N1,"[Godan verb with su ending, Transitive verb] 1. to give (time, money, goods); to donate 2. to do; to perform; to conduct 3. to apply (processing, makeup, etc.); to add (e.g. ornamentation, annotation) 4. to sow; to seed; to scatter (e.g. fertilizer); to sprinkle 5. to spread far and wide {Archaism}"
殆ど,ほとんど,JLPT N4,"[Adverbial noun, Temporal noun] 1. mostly; nearly; practically; well-nigh; almost invariably; all but; just about; almost {Usually written using kana alone} | Other forms: 殆んど 【ほとんど】、幾ど 【ほとんど】 [Notes] 殆んど: Irregular okurigana usage."
保母,ほぼ,JLPT N1,"[Noun] 1. day-care worker in a kindergarten, nursery school, etc. | Other forms: 保姆 【ほぼ】"
ぼやく,ぼやく,JLPT N1,"[Godan verb with ku ending, intransitive verb, Transitive verb] 1. to grumble; to complain | Other forms: ボヤく"
ぼやける,ぼやける,JLPT N1,"[Ichidan verb, intransitive verb] 1. to become dim; to become blurred"
保養,ほよう,JLPT N1,"[Noun, Suru verb] 1. health preservation; recuperation; recreation"
捕吏,ほり,JLPT N1,[Noun] 1. constable; policeman {Archaism}
捕虜,ほりょ,JLPT N1,"[Noun, No-adjective] 1. prisoner (of war) [Notes] ほりょ: ichi1, news1, nf06. 捕虜: ichi1, news1, nf06."
ボルト,ボルト,JLPT N1,[Noun] 1. volt 2. bolt {Only applies to ボルト} [Place] 3. Bohrt [Wikipedia definition] 4. Bolt | Other forms: ヴォルト
襤褸,ぼろ,JLPT N2,"[Noun, Prefix] 1. rag; scrap; tattered clothes {Usually written using kana alone} 2. fault (esp. in a pretense, pretence); defect {Usually written using kana alone} [Na-adjective] 3. run-down; shabby; junky {Usually written using kana alone} | Other forms: 藍褸 【ぼろ】、襤褸 【らんる】、ボロ"
滅びる,ほろびる,JLPT N1,"[Ichidan verb, intransitive verb] 1. to be ruined; to go under; to perish; to be destroyed | Other forms: 亡びる 【ほろびる】 [Notes] ほろびる: ichi1, news2, nf32. 滅びる: ichi1, news2, nf32. ほろびる: ichi1, news2, nf32."
滅ぼす,ほろぼす,JLPT N1,"[Godan verb with su ending, Transitive verb] 1. to destroy; to overthrow; to wreck; to ruin | Other forms: 亡ぼす 【ほろぼす】"
本格,ほんかく,JLPT N1,[Noun] 1. original method or procedure [Noun or verb acting prenominally] 2. serious; orthodox; classical; genuine
本館,ほんかん,JLPT N1,[Noun] 1. main building
本気,ほんき,JLPT N1,"[Noun, No-adjective, Na-adjective] 1. seriousness; earnestness; truth; sanctity {usu. 本気で}"
本質,ほんしつ,JLPT N1,"[Noun, No-adjective] 1. essence; true nature; substance; reality"
本体,ほんたい,JLPT N1,"[Noun, No-adjective] 1. substance; real form 2. main part; main unit; body (of a machine) [Noun] 3. this machine; this appliance [Noun, No-adjective] 4. object of worship (at a shrine, temple, etc.) 5. noumenon [Noun] 6. base price; pre-tax price {Abbreviation, See also 本体価格 ほんたいかかく} | Other forms: 本体 【ほんだい】 [Notes] ほんだい: Out-dated or obsolete kana usage."
本音,ほんね,JLPT N1,[Noun] 1. real intention; motive; true opinion; what one really thinks {Antonym: 建前}
本の,ほんの,JLPT N1,[Pre-noun adjectival] 1. mere; only; just; not even (with negative verb) {Usually written using kana alone}
本能,ほんのう,JLPT N1,"[Noun, No-adjective] 1. instinct"
本場,ほんば,JLPT N1,"[Noun, No-adjective] 1. home; habitat; center; centre; best place 2. authentic; genuine"
ポンプ,ポンプ,JLPT N1,"[Noun] 1. pump {From Dutch; Flemish “pomp”, also written as 喞筒}"
本文,ほんぶん,JLPT N1,[Noun] 1. text (of document); body (of letter) | Other forms: 本文 【ほんもん】
本名,ほんみょう,JLPT N1,"[Noun] 1. real name | Other forms: 本名 【ほんめい】 [Notes] ほんみょう: ichi1, news1, nf04. 本名: ichi1, news1, nf04. 本名: ichi1, news1, nf04."
マーク,マーク,JLPT N1,"[Noun, Suru verb] 1. mark; symbol; insignia; logo 2. paying attention to; focusing on; watching; guarding 3. markup {Abbreviation} 4. Mach (OS kernel) {Computer terminology} 5. registering a record (in sport, etc.)"
枚,まい,JLPT N1,[Counter] 1. counter for flat objects (e.g. sheets of paper)
埋蔵,まいぞう,JLPT N1,"[Noun, Suru verb] 1. burying in the ground 2. having underground deposits"
埋蔵,まいぞう,JLPT N1,"[Noun, Suru verb] 1. burying in the ground 2. having underground deposits"
埋蔵,まいぞう,JLPT N1,"[Noun, Suru verb] 1. burying in the ground 2. having underground deposits"
舞う,まう,JLPT N1,"[Godan verb with u ending, intransitive verb] 1. to dance (orig. a whirling dance) {See also 踊る} 2. to flutter about; to revolve"
真上,まうえ,JLPT N1,"[Noun, No-adjective] 1. just above; right overhead | Other forms: ま上 【まうえ】"
前置き,まえおき,JLPT N1,"[Noun, Suru verb] 1. preface; introduction"
前もって,まえもって,JLPT N1,[Adverb] 1. in advance; beforehand; previously | Other forms: 前以て 【まえもって】、前以って 【まえもって】
任す,まかす,JLPT N1,"[Godan verb with su ending, Transitive verb] 1. to entrust; to leave to a person"
負かす,まかす,JLPT N1,"[Godan verb with su ending, Transitive verb] 1. to defeat"
曲がる,まがる,JLPT N5,"[Godan verb with ru ending, intransitive verb] 1. to bend; to curve; to warp; to wind; to twist 2. to turn {See also 折れる おれる} 3. to be awry; to be askew; to be crooked | Other forms: 曲る 【まがる】"
巻,まき,JLPT N1,[Noun] 1. roll (e.g. of cloth) 2. winding 3. volume (of book) | Other forms: 巻き 【まき】
紛らわしい,まぎらわしい,JLPT N1,[I-adjective] 1. confusing; misleading; equivocal; ambiguous; easily mixed up (e.g. similar words)
紛れる,まぎれる,JLPT N1,"[Ichidan verb, intransitive verb] 1. to disappear into; to be lost in; to slip into; to get mixed in among 2. to do something under the cover of (confusion, etc.) 3. to be almost indistinguishable; to be confusingly similar 4. to be diverted from (negative emotions, etc.); to forget about 5. to be distracted by; to be too absorbed in"
幕,まく,JLPT N3,"[Noun] 1. curtain; bunting [Noun, Counter] 2. act (in play)"
膜,まく,JLPT N1,[Noun] 1. membrane; film
膜,まく,JLPT N1,[Noun] 1. membrane; film
捲る,まくる,JLPT N1,"[Godan verb with ru ending, Transitive verb] 1. to turn up; to roll up (e.g. sleeves) {Usually written using kana alone} [Auxiliary verb, Godan verb with ru ending] 2. to do relentlessly; to do with reckless abandon {Usually written using kana alone} [Godan verb with ru ending, Transitive verb] 3. to stage a comeback (against) (in mahjong, horse racing, etc.); to come from behind {Slang, Usually written using kana alone}"
真心,まごころ,JLPT N1,"[Noun] 1. sincerity; devotion | Other forms: 真心 【まこころ】 [Notes] まごころ: ichi1, news2, nf32. 真心: ichi1, news2, nf32. 真心: ichi1, news2, nf32."
真心,まごころ,JLPT N1,"[Noun] 1. sincerity; devotion | Other forms: 真心 【まこころ】 [Notes] まごころ: ichi1, news2, nf32. 真心: ichi1, news2, nf32. 真心: ichi1, news2, nf32."
間誤付く,まごつく,JLPT N1,"[Godan verb with ku ending, intransitive verb] 1. to be confused; to be flustered; to be at a loss {Usually written using kana alone, See also まごまご} [Notes] 間誤付く: Ateji (phonetic) reading."
誠,まこと,JLPT N1,"[Adverb, Noun] 1. truth; reality 2. sincerity; honesty; integrity; fidelity 3. that's right (used when recalling forgotten information, suddenly changing the subject, etc.) {Archaism} | Other forms: 実 【まこと】"
誠に,まことに,JLPT N3,[Adverb] 1. indeed; really; absolutely; truly; actually; very; quite {See also 実に じつに} | Other forms: 真に 【まことに】、寔に 【まことに】、洵に 【まことに】、真に 【しんに】
正しく,まさしく,JLPT N1,[Adverb] 1. surely; no doubt; evidently {Usually written using kana alone}
正に,まさに,JLPT N3,"[Adverb] 1. exactly; surely; certainly {Usually written using kana alone, esp. 正に when in kanji} 2. right then; just then; at that moment {Usually written using kana alone} 3. just (about to); on the verge (of doing or happening) {Usually written using kana alone, esp. 将に when in kanji} 4. duly; naturally {Usually written using kana alone, esp. 当に when in kanji} | Other forms: 将に 【まさに】、当に 【まさに】"
勝る,まさる,JLPT N1,"[Godan verb with ru ending, intransitive verb] 1. to excel; to surpass; to exceed; to have an edge; to be superior; to outrival 2. to outweigh; to preponderate | Other forms: 優る 【まさる】"
増し,まし,JLPT N1,"[Na-adjective] 1. better; less objectionable; preferable {Usually written using kana alone, esp. マシ} [Noun - used as a suffix] 2. more; increase; extra [Noun] 3. increase; growth {Archaism} | Other forms: マシ"
交える,まじえる,JLPT N1,"[Ichidan verb, Transitive verb] 1. to mix; to combine 2. to exchange (words, fire, etc.) 3. to cross (e.g. swords); to join together | Other forms: 混える 【まじえる】、雑える 【まじえる】 [Notes] 混える: Irregular kanji usage. 雑える: Irregular kanji usage."
真下,ました,JLPT N1,"[Noun, No-adjective] 1. right under; directly below"
況して,まして,JLPT N1,"[Expression, Adverb] 1. still more; to say nothing of; not to mention {Usually written using kana alone} 2. still less {Usually written using kana alone, with neg. verb} | Other forms: 増して 【まして】"
交わる,まじわる,JLPT N1,"[Godan verb with ru ending, intransitive verb] 1. to cross; to intersect; to join; to meet 2. to associate with; to mingle with; to consort with 3. to have a sexual relationship; to copulate"
麻酔,ますい,JLPT N1,"[Noun, No-adjective] 1. anaesthesia; anesthesia | Other forms: 痲酔 【ますい】、麻睡 【ますい】 [Notes] 麻睡: Irregular kanji usage."
不味い,まずい,JLPT N5,"[I-adjective] 1. unappetising; unappetizing; unsavoury; unsavory; unpleasant {Usually written using kana alone} 2. unskillful; unskilful; bungling; clumsy; poor {Usually written using kana alone, See also 拙い} 3. ugly; unattractive; homely; plain {Usually written using kana alone} 4. awkward; problematic; troublesome; unfavorable; unfavourable; unwise {Usually written using kana alone, See also 気不味い} | Other forms: マズイ、マズい"
マスコミ,マスコミ,JLPT N1,[Noun] 1. mass communication; the media {Abbreviation}
益々,ますます,JLPT N3,[Adverb] 1. increasingly; more and more; decreasingly (when declining); less and less {Usually written using kana alone} | Other forms: 増々 【ますます】、益益 【ますます】、増す増す 【ますます】、増増 【ますます】、益 【ますます】
股,また,JLPT N1,"[Noun] 1. crotch; crutch; groin; thigh 2. fork (in a tree, road, river, etc.); tines (of a fork) | Other forms: 胯 【また】、叉 【また】、俣 【また】"
未だ,まだ,JLPT N5,[Adverb] 1. as yet; hitherto; only; still {Usually written using kana alone} 2. not yet (with negative verb) {Usually written using kana alone} 3. more; besides {Usually written using kana alone} [Na-adjective] 4. unfinished; incomplete; not yet finished with {Usually written using kana alone} | Other forms: 未だ 【いまだ】
跨る,またがる,JLPT N1,"[Godan verb with ru ending, intransitive verb] 1. to extend over; to extend into {Usually written using kana alone} 2. to straddle {Usually written using kana alone} | Other forms: 跨がる 【またがる】"
跨ぐ,またぐ,JLPT N2,"[Godan verb with gu ending, Transitive verb] 1. to step over; to step across; to stride over; to stride across; to cross {Usually written using kana alone} 2. to stretch over; to span; to bridge; to saddle; to straddle {Usually written using kana alone}"
待ち合わせ,まちあわせ,JLPT N1,[Noun] 1. appointment | Other forms: 待ちあわせ 【まちあわせ】
間違う,まちがう,JLPT N1,[Godan verb with u ending] 1. to make a mistake; to be incorrect; to be mistaken
待ち望む,まちのぞむ,JLPT N1,"[Godan verb with mu ending, Transitive verb] 1. to look anxiously for; to wait eagerly for"
区々,まちまち,JLPT N1,"[Na-adjective, No-adjective] 1. several; various; divergent; conflicting; different; diverse {Usually written using kana alone} | Other forms: 区区 【まちまち】"
マッサージ,マッサージ,JLPT N1,"[Noun, Suru verb] 1. massage | Other forms: マサージュ [Notes] マッサージ: gai1."
真っ二つ,まっぷたつ,JLPT N1,"[Noun] 1. in two equal parts [Notes] まっぷたつ: news1, nf21. 真っ二つ: news1, nf21."
的,まと,JLPT N1,[Noun] 1. mark; target
纏まり,まとまり,JLPT N1,[Noun] 1. unity; coherence; consistency; coordination {Usually written using kana alone} 2. settlement; conclusion; completion {Usually written using kana alone}
纏め,まとめ,JLPT N1,[Noun] 1. settlement; conclusion; summary {Usually written using kana alone}
免れる,まぬがれる,JLPT N1,"[Ichidan verb, Transitive verb] 1. to escape from; to be rescued from; to avoid; to evade; to avert; to elude; to be exempted; to be relieved from pain; to get rid of | Other forms: 免れる 【まぬかれる】"
瞬き,まばたき,JLPT N1,"[Noun, Suru verb] 1. blink (of eyes); wink 2. twinkling (of stars); flicker (of light); blink (of light) {Only applies to またたき, Only applies to まだたき} | Other forms: 瞬き 【またたき】、瞬き 【まだたき】、瞬き 【めばたき】 [Notes] まだたき: Out-dated or obsolete kana usage. めばたき: Out-dated or obsolete kana usage."
麻痺,まひ,JLPT N1,"[Noun, Suru verb] 1. paralysis; palsy; numbness; stupor | Other forms: 痲痺 【まひ】、マヒ"
眩しい,まぶしい,JLPT N2,[I-adjective] 1. dazzling; radiant | Other forms: 眩しい 【まぼしい】
瞼,まぶた,JLPT N2,[Noun] 1. eyelid; eyelids {Usually written using kana alone} | Other forms: 目蓋 【まぶた】、眼蓋 【まぶた】、瞼 【まなぶた】 [Notes] まなぶた: Out-dated or obsolete kana usage.
